Sample_Id	Site1_Hugo_Symbol	Site2_Hugo_Symbol	Center	Event_Info	DNA_support	RNA_support	Method	Connection_Type	SV_Status	Group
P-2719	RBM10	RBM10	OrigiMed	RBM10-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2227	SPTB	RBM10	OrigiMed	SPTB-RBM10	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6380	IL1RAPL2	RBM10	OrigiMed	IL1RAPL2-RBM10	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8686	RECQL	RECQL	OrigiMed	RECQL-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3237	RECQL	APOLD1	OrigiMed	RECQL-APOLD1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7843	RECQL	RECQL	OrigiMed	RECQL-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7478	DUSP16	RECQL	OrigiMed	DUSP16-RECQL	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7365		RELA	OrigiMed	Intergenic-RELA	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9536	RELB	ZNF296	OrigiMed	RELB-ZNF296	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2361	CCDC6	RET	OrigiMed	CCDC6-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3998	RET	PRPF18	OrigiMed	RET-PRPF18	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0388	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7548	NCOA4	RET	OrigiMed	NCOA4-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1610	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5764	NCOA4	RET	OrigiMed	NCOA4-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-8002	CCDC6	RET	OrigiMed	CCDC6-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3699	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6067	TIMM23B	RET	OrigiMed	TIMM23B-RET	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-3998	CCDC6	RET	OrigiMed	CCDC6-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2313	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4943	NCOA4	RET	OrigiMed	NCOA4-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-0478	CCDC6	RET	OrigiMed	CCDC6-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4455	CCDC6	RET	OrigiMed	CCDC6-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6248	MPRIP	RET	OrigiMed	MPRIP-RET	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-6067	RET	USP25	OrigiMed	RET-USP25	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0692	TBC1D32	RET	OrigiMed	TBC1D32-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6662	NCOA4	RET	OrigiMed	NCOA4-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-0170	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5357	RET	DYDC1	OrigiMed	RET-DYDC1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6248	RET	FRMPD2	OrigiMed	RET-FRMPD2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3593	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3139	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3281	ERC1	RET	OrigiMed	ERC1-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2927	ERC1	RET	OrigiMed	ERC1-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2781	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2084	NCOA4	RET	OrigiMed	NCOA4-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1487	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3694		RET	OrigiMed	Intergenic-RET	yes	no	OrigiFus	unknown	SOMATIC	Potential fusion
P-3656	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9425	ATP2B3	RET	OrigiMed	ATP2B3-RET	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-4943	RET	EML6	OrigiMed	RET-EML6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7156	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5417	CCDC6	RET	OrigiMed	CCDC6-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5019	KIAA1468	RET	OrigiMed	KIAA1468-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2976	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9058	ACBD5	RET	OrigiMed	ACBD5-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2668	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3462	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-0749	ERC1	RET	OrigiMed	ERC1-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5357	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5281		RET	OrigiMed	Intergenic-RET	yes	no	OrigiFus	unknown	SOMATIC	Potential fusion
P-2944	ERC1	RET	OrigiMed	ERC1-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2418	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2295	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2715	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7879	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3465	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2614	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3035	RET	PARD3	OrigiMed	RET-PARD3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3035	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2095	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3355	KIF5B	RET	OrigiMed	KIF5B-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9820	PCGF5	RET	OrigiMed	PCGF5-RET	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-6275	CSGALNACT2	RET	OrigiMed	CSGALNACT2-RET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3606		RET	OrigiMed	Intergenic-RET	yes	no	OrigiFus	unknown	SOMATIC	Potential fusion
P-7074	RHBDF2		OrigiMed	RHBDF2-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1937	RHBDF2	RNF157	OrigiMed	RHBDF2-RNF157	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1709	RICTOR	GHR	OrigiMed	RICTOR-GHR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6454	RNF43	RNF43	OrigiMed	RNF43-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1848	RNF43	RNF43	OrigiMed	RNF43-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5666	TSPOAP1	RNF43	OrigiMed	TSPOAP1-RNF43	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7580	RNF213	RNF43	OrigiMed	RNF213-RNF43	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8173	TEX14	RNF43	OrigiMed	TEX14-RNF43	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10123	RNF43	HSF5	OrigiMed	RNF43-HSF5	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2202	RNF43	RNF43	OrigiMed	RNF43-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1730	RNF43	RNF43	OrigiMed	RNF43-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4151	SDC4	ROS1	OrigiMed	SDC4-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6232	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1050	TPM3	ROS1	OrigiMed	TPM3-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-0991	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5393		ROS1	OrigiMed	Intergenic-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Potential fusion
P-0660	LRIG3	ROS1	OrigiMed	LRIG3-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4791	SLC34A2	ROS1	OrigiMed	SLC34A2-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7410	ROS1		OrigiMed	ROS1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2073	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2851	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3565	EZR	ROS1	OrigiMed	EZR-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-8078	GOPC	ROS1	OrigiMed	GOPC-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2433	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1893	EZR	ROS1	OrigiMed	EZR-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5628	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2119	EZR	ROS1	OrigiMed	EZR-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3509	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1516	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2821	SDC4	ROS1	OrigiMed	SDC4-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1775	SDC4	ROS1	OrigiMed	SDC4-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3881	GOPC	ROS1	OrigiMed	GOPC-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2073	ATF3	ROS1	OrigiMed	ATF3-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7619	ZRANB2AS2	ROS1	OrigiMed	ZRANB2AS2-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Potential fusion
P-0644	ROS1	NUS1	OrigiMed	ROS1-NUS1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1969	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2969	EZR	ROS1	OrigiMed	EZR-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4137	TJP1	ROS1	OrigiMed	TJP1-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-2894	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5801	UTRN	ROS1	OrigiMed	UTRN-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-3276	ITGA9	ROS1	OrigiMed	ITGA9-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-0449	SDC4	ROS1	OrigiMed	SDC4-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7410		ROS1	OrigiMed	Intergenic-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Potential fusion
P-0953	TPM3	ROS1	OrigiMed	TPM3-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2163	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4877	EZR	ROS1	OrigiMed	EZR-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6572	CEP85L	ROS1	OrigiMed	CEP85L-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2576	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6088	MAP3K9	ROS1	OrigiMed	MAP3K9-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-1359	ERCC6L2	ROS1	OrigiMed	ERCC6L2-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-6127		ROS1	OrigiMed	Intergenic-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Potential fusion
P-0644	NUS1	ROS1	OrigiMed	NUS1-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-0793	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2428	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6176		ROS1	OrigiMed	Intergenic-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Potential fusion
P-1821	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5244	GRIK2	ROS1	OrigiMed	GRIK2-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-6514		ROS1	OrigiMed	Intergenic-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Potential fusion
P-4429	MSN	ROS1	OrigiMed	MSN-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3372	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4138	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3651	SLC34A2	ROS1	OrigiMed	SLC34A2-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2401	EZR	ROS1	OrigiMed	EZR-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-8074	CD74	ROS1	OrigiMed	CD74-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4395	TPM3	ROS1	OrigiMed	TPM3-ROS1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6665	LINC01426	RUNX1	OrigiMed	LINC01426-RUNX1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9860	CLPB	RUNX1	OrigiMed	CLPB-RUNX1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1295	RUNX1	RUNX1	OrigiMed	RUNX1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5075	RUNX1	RUNX1	OrigiMed	RUNX1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2855	RUNX1	RUNX1	OrigiMed	RUNX1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5042	RUNX1	RUNX1	OrigiMed	RUNX1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1981	RUNX1	RUNX1	OrigiMed	RUNX1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4771	RUNX1	ST6GAL1	OrigiMed	RUNX1-ST6GAL1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5149	LINC01426	RUNX1	OrigiMed	LINC01426-RUNX1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10055	RUNX1	RUNX1	OrigiMed	RUNX1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7889	LINC01426	RUNX1	OrigiMed	LINC01426-RUNX1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6120	RUNX1	RUNX1	OrigiMed	RUNX1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2919	RUNX1	RUNX1	OrigiMed	RUNX1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8371	RUNX1	RUNX1	OrigiMed	RUNX1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5903	KCNB2	RUNX1T1	OrigiMed	KCNB2-RUNX1T1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6808	RUNX1T1		OrigiMed	RUNX1T1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6347		RUNX1T1	OrigiMed	Intergenic-RUNX1T1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1392	RUNX1T1	RUNX1T1	OrigiMed	RUNX1T1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5731	RXRA	RXRA	OrigiMed	RXRA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9858	DIS3L2	RXRA	OrigiMed	DIS3L2-RXRA	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6600	SDHA	SDHA	OrigiMed	SDHA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5357	LOC101928270	SDHA	OrigiMed	LOC101928270-SDHA	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3564	SDHA	PLEKHG4B	OrigiMed	SDHA-PLEKHG4B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4693	SDHA	AHRR	OrigiMed	SDHA-AHRR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1666	SDHA	SDHA	OrigiMed	SDHA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2437	SDHA	SDHA	OrigiMed	SDHA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2453	SDHA	SDHA	OrigiMed	SDHA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2152	SDHA	PLEKHG4B	OrigiMed	SDHA-PLEKHG4B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0356	TACC3	SDHA	OrigiMed	TACC3-SDHA	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2078	SDHA	SDHA	OrigiMed	SDHA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2752	SDHA	COL23A1	OrigiMed	SDHA-COL23A1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9522	SDHB	SDHB	OrigiMed	SDHB-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10079		SDHB	OrigiMed	Intergenic-SDHB	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6929	SDHB	IGSF21	OrigiMed	SDHB-IGSF21	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2581	SDHB	ATP13A2	OrigiMed	SDHB-ATP13A2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8044	SDHC	SDHC	OrigiMed	SDHC-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9362	SETD2	SETD2	OrigiMed	SETD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3278	LOC100132146	SETD2	OrigiMed	LOC100132146-SETD2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0396		SETD2	OrigiMed	Intergenic-SETD2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6302	SETD2	PUM1	OrigiMed	SETD2-PUM1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4609	SETD2	POLA1	OrigiMed	SETD2-POLA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4656	SETD2	SMARCC1	OrigiMed	SETD2-SMARCC1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8985	SETD2	SETD2	OrigiMed	SETD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4214	SETD2	SETD2	OrigiMed	SETD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2942	SETD2	SETD2	OrigiMed	SETD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2197	SETD2	SETD2	OrigiMed	SETD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4656	SETD2	KIF9	OrigiMed	SETD2-KIF9	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8136	SETD2	SETD2	OrigiMed	SETD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4656	SETD2	SETD2	OrigiMed	SETD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7790	SETD2	ROBO2	OrigiMed	SETD2-ROBO2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8366	SETD2	SETD2	OrigiMed	SETD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2352	SETD2	CCDC12	OrigiMed	SETD2-CCDC12	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2231	SIK1	SIK1	OrigiMed	SIK1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7520	SIK1	LINC00511	OrigiMed	SIK1-LINC00511	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6474		SIK1	OrigiMed	Intergenic-SIK1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9301	SIK1	SIK1	OrigiMed	SIK1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5400	SIK1	PDXK	OrigiMed	SIK1-PDXK	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5831		SIK1	OrigiMed	Intergenic-SIK1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5459		SIK1	OrigiMed	Intergenic-SIK1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2027	SIK1	SIK1	OrigiMed	SIK1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3401	SLIT2	SLIT2	OrigiMed	SLIT2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6333	SLIT2	SLIT2	OrigiMed	SLIT2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10180	SLIT2	SLIT2	OrigiMed	SLIT2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6828		SLIT2	OrigiMed	Intergenic-SLIT2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6010		SLIT2	OrigiMed	Intergenic-SLIT2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3285	SLIT2	CCDC149	OrigiMed	SLIT2-CCDC149	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7347	SMAD2	SMAD2	OrigiMed	SMAD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1255	SMAD2	SMAD2	OrigiMed	SMAD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5830		SMAD2	OrigiMed	Intergenic-SMAD2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4332	SMAD2	GRIN2A	OrigiMed	SMAD2-GRIN2A	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4478	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9402	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5504	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5045	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0635	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0009	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7601	ELAC1	SMAD4	OrigiMed	ELAC1-SMAD4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4688	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2775	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3721	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5107	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6271	SMAD4		OrigiMed	SMAD4-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1790	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7613	SMAD4		OrigiMed	SMAD4-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4510	SMAD4	MEX3C	OrigiMed	SMAD4-MEX3C	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6124	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1268	CALN1	SMAD4	OrigiMed	CALN1-SMAD4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8985	ELAC1	SMAD4	OrigiMed	ELAC1-SMAD4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9561	SMAD4	SMAD4	OrigiMed	SMAD4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2736	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6487	SMARCA4	C19orf38	OrigiMed	SMARCA4-C19orf38	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7441	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9047	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10157	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
